84.5206,49.17
124.8470,51.88
80.6528,39.24
106.0220,50.42
135.3440,58.80
128.8619,57.52
172.6090,69.07
91.7249,50.43
77.4668,46.01
118.6061,62.36
118.3912,57.36
155.5096,62.57
137.5579,58.00
104.6912,53.85
158.3359,65.97
155.2870,67.18
136.1144,61.11
182.4703,67.37
130.7884,63.23
85.4571,46.85
179.5441,71.39
123.9967,58.16
147.1586,65.97
64.6278,45.38
135.1255,60.60
139.7963,64.10
153.8761,61.62
140.7295,60.16
111.5452,57.43
181.4446,71.22
134.5125,59.32
165.7113,69.57
103.5690,50.37
109.5423,56.16
162.1500,69.30
96.4105,56.12
181.5194,73.17
134.7478,62.84
151.5691,67.23
85.2513,56.28
164.8297,70.28
122.8832,63.39
143.0156,71.27
148.6662,66.03
163.5628,72.51
137.3936,69.31
145.3125,70.91
114.7956,57.29
130.7380,65.80
96.4753,53.10
136.9055,65.40
127.4380,66.08
108.0607,60.55
106.9389,61.36
95.2813,59.19
133.6766,69.15
117.3703,66.51
121.5412,70.62
104.8620,64.67
100.3421,60.33
85.7992,55.31
99.9869,61.60
75.0769,53.39
70.6511,51.78
76.1140,55.55
66.6904,50.58
78.4399,60.55
77.7797,57.65
61.0350,52.44
47.7987,43.00
68.7837,58.87
69.8963,59.12
54.3306,54.06
59.7562,57.06
54.8278,50.46
68.4161,63.18
42.0074,41.88
54.5984,57.19
52.0132,56.34
52.7924,56.24
49.1907,54.09
45.0732,44.13
42.9314,50.78
52.3680,60.21
44.2632,50.79
40.5974,44.14
42.2877,48.89
41.0291,48.45
48.8925,49.86
44.6400,51.22
45.2528,54.84
43.8289,51.02
44.6666,52.13
46.7119,50.38
45.9571,60.11
43.1085,56.86
45.4131,51.91
44.9972,57.08
43.2359,49.35
47.0541,49.05
42.2080,51.76
41.6619,50.67
44.0202,53.69
46.6973,50.13
44.0008,50.31
42.7170,51.76
47.5228,60.45
42.4802,52.91
42.3107,53.24
44.6235,45.55
39.8843,43.36
40.4046,48.56
42.9474,53.84
42.3126,51.65
41.0575,53.51
42.3432,47.90
39.4944,54.94
45.2509,53.06
43.5279,52.06
40.3519,44.86
39.9199,53.31
42.9074,53.57
46.4870,59.69
41.7570,52.55
50.3785,63.22
45.6312,57.63
42.1604,49.11
38.3190,49.18
40.0670,52.89
42.7289,51.33
41.6072,52.64
43.9807,52.03
43.3313,50.23
43.3988,56.52
37.8019,54.31
40.1218,51.72
40.4777,45.94
42.8712,59.47
40.6685,54.67
40.9390,55.73
40.8385,55.38
39.2730,53.99
38.7288,50.76
41.3180,51.71
41.6031,56.90
41.2499,58.78
38.9057,51.75
42.5067,60.48
36.4485,53.69
37.5584,50.99
40.3719,53.93
40.4073,51.09
41.9561,55.64
38.7534,57.22
40.7034,54.71
37.8296,52.86
41.8420,56.51
37.2706,57.94
42.3218,52.99
38.3449,55.60
40.9704,59.90
39.2456,55.39
38.9145,50.22
37.5969,50.33
37.7902,50.57
43.9477,45.72
38.2421,55.58
39.0846,52.79
38.4800,53.81
39.7248,53.78
38.0121,53.31
40.8066,57.85
36.1113,56.34
39.9959,50.12
44.0223,61.96
36.2921,52.96
41.9109,56.55
38.6167,54.35
39.0840,53.81
39.4237,52.80
40.8621,56.16
35.8481,51.49
40.4817,51.27
38.8945,56.63
43.7575,50.30
40.3738,58.96
41.0997,58.78
39.4055,56.61
35.2781,47.95
38.6889,53.64
39.2270,44.68
37.8274,52.12
37.5098,51.47
39.3309,51.41
39.0146,54.01
40.0264,57.75
34.7896,50.78
40.3864,43.80
35.7345,52.84
38.4239,38.41
39.8076,54.66
38.9316,54.20
37.0958,49.01
35.0429,47.29
38.0862,56.23
44.6030,58.41
35.8864,51.52
39.1025,50.05
40.4172,56.99
41.2507,50.60
39.3547,56.63
38.7017,55.07
35.0986,55.64
37.3901,54.45
36.7596,52.16
37.4819,55.03
39.0016,60.96
40.6586,51.60
36.7875,51.01
36.1905,51.06
42.0534,50.62
37.9304,53.67
37.0043,54.39
38.0453,49.31
37.8661,55.59
37.7463,54.03
39.5280,47.18
40.7018,53.11
38.1585,59.20
39.1248,53.62
37.7722,55.32
40.2973,56.43
37.8946,53.55
37.9189,51.12
38.6834,59.17
38.5753,57.73
37.9137,51.72
38.4151,58.79
33.9181,52.94
32.8966,50.50
35.0323,51.74
39.9090,57.11
38.1537,49.16
36.2752,50.31
39.6235,48.44
38.0858,52.05
38.2125,55.70
35.8829,47.26
35.2241,46.76
36.0842,44.86
36.7189,54.46
39.2650,52.60
41.6704,55.43
39.7747,59.93
37.5796,51.88
36.6971,54.01
36.3264,53.12
37.0092,48.52
43.7862,55.01
38.2446,54.98
36.6953,51.65
38.4589,60.36
39.0101,58.53
37.3203,55.85
39.7015,57.56
36.0444,55.73
34.7370,52.47
40.0107,50.13
35.6398,54.59
36.6194,57.41
36.7940,52.06
36.3031,58.00
